biomarker,variable_name,primary_pathway,secondary_pathway,demographic,phase,min_age,max_age,operator,low_value,high_value,qualitative_value,label,color,optimal_range,units,diagnosis,superclinic_code,remark,Description,Source
PHENYLALANINE,PHENYLALANINE,NERVOUS SYSTEM,HORMONES,ALL,ALL,10,120,between,33,97,,OPTIMAL,GREEN,33-97,nmol/mL,,PHENYLALANINE_OPTIMAL,"Optimal phenylalanine reflects balanced protein metabolism and efficient enzymatic conversion to tyrosine, supporting neurotransmitter synthesis, thyroid regulation, and cognitive performance. It indicates robust amino acid utilization and healthy hepatic and neurological function.","Essential amino acid, precursor for neurotransmitters and protein synthesis.",METABOLOMICS/NUTRIFIT
PHENYLALANINE,PHENYLALANINE,NERVOUS SYSTEM,HORMONES,ALL,ALL,10,120,lt,,33,,LOW,ORANGE,33-97,nmol/mL,neurotransmitter precursor deficit.,PHENYLALANINE_LOW,"Low phenylalanine indicates inadequate dietary protein intake or excessive conversion to tyrosine during stress or high catecholamine demand. It can contribute to fatigue, mood instability, cognitive dullness, and poor thyroid function due to reduced neurotransmitter and hormone precursor availability.","Essential amino acid, precursor for neurotransmitters and protein synthesis.",METABOLOMICS/NUTRIFIT
PHENYLALANINE,PHENYLALANINE,NERVOUS SYSTEM,HORMONES,ALL,ALL,10,120,gt,97,,,HIGH,ORANGE,33-97,nmol/mL,impaired conversion or high intake.,PHENYLALANINE_HIGH,"High phenylalanine suggests impaired conversion to tyrosine, liver dysfunction, or genetic enzymatic deficiency (e.g., phenylketonuria). Elevated levels can lead to neurotoxicity, cognitive impairment, and neurotransmitter imbalance, especially when chronic or accompanied by low tyrosine.","Essential amino acid, precursor for neurotransmitters and protein synthesis.",METABOLOMICS/NUTRIFIT
METHIONINE,METHIONINE,CELLULAR HEALTH,"NUTRITION, INFLAMMAGING",ALL,ALL,10,120,between,11,44,,OPTIMAL,GREEN,11-44,nmol/mL,,METHIONINE_OPTIMAL,"Optimal methionine reflects balanced intake and efficient conversion into SAMe and cysteine, supporting methylation, detoxification, and redox homeostasis. It ensures stable mood, liver function, and DNA integrity through well-regulated one-carbon metabolism.","Sulfur amino acid, supports methylation, detoxification, and antioxidant defense.",METABOLOMICS/NUTRIFIT
METHIONINE,METHIONINE,CELLULAR HEALTH,"NUTRITION, INFLAMMAGING",ALL,ALL,10,120,lt,,11,,LOW,ORANGE,11-44,nmol/mL,impaired methylation and GSH generation.,METHIONINE_LOW,"Low methionine suggests inadequate protein intake, impaired absorption, or increased metabolic demand from detoxification or inflammation. It leads to reduced methylation capacity, poor antioxidant defense, and low glutathione, contributing to fatigue, mood imbalance, and vulnerability to oxidative stress.","Sulfur amino acid, supports methylation, detoxification, and antioxidant defense.",METABOLOMICS/NUTRIFIT
METHIONINE,METHIONINE,CELLULAR HEALTH,"NUTRITION, INFLAMMAGING",ALL,ALL,10,120,gt,44,,,HIGH,ORANGE,11-44,nmol/mL,methylation overload if unbalanced.,METHIONINE_HIGH,"High methionine may indicate excess dietary protein or reduced methylation turnover, often linked to B-vitamin deficiency, impaired transsulfuration, or oxidative stress. Chronic elevation raises homocysteine, increasing cardiovascular and neurological risk if methylation pathways are inefficient.","Sulfur amino acid, supports methylation, detoxification, and antioxidant defense.",METABOLOMICS/NUTRIFIT
VALINE,VALINE,METABOLIC HEALTH,"NUTRITION, CELLULAR HEALTH",ALL,ALL,10,120,between,136,309,,OPTIMAL,GREEN,136-309,nmol/mL,,VALINE_OPTIMAL,"Optimal valine reflects balanced BCAA metabolism and adequate protein turnover, ensuring efficient energy supply to muscles and stable nitrogen equilibrium. It supports healthy neuromuscular function, glucose regulation, and adaptive responses to stress and exercise.","Branched-chain amino acid, supports muscle metabolism and energy.",METABOLOMICS/NUTRIFIT
VALINE,VALINE,METABOLIC HEALTH,"NUTRITION, CELLULAR HEALTH",ALL,ALL,10,120,lt,,136,,LOW,ORANGE,136-309,nmol/mL,BCAA deficiency/muscle catabolism.,VALINE_LOW,"Low valine indicates inadequate dietary protein intake, malabsorption, or increased catabolism during stress, illness, or fasting. It can lead to muscle weakness, fatigue, reduced endurance, and impaired tissue regeneration, particularly in individuals with chronic illness or protein-energy deficiency.","Branched-chain amino acid, supports muscle metabolism and energy.",METABOLOMICS/NUTRIFIT
VALINE,VALINE,METABOLIC HEALTH,"NUTRITION, CELLULAR HEALTH",ALL,ALL,10,120,gt,309,,,HIGH,ORANGE,136-309,nmol/mL,excess intake or impaired metabolism; link to insulin resistance context.,VALINE_HIGH,"High valine may indicate excess protein or BCAA supplementation, insulin resistance, or altered amino acid oxidation seen in metabolic disorders or liver dysfunction. Persistently elevated levels can affect insulin signaling and increase metabolic inflexibility.","Branched-chain amino acid, supports muscle metabolism and energy.",METABOLOMICS/NUTRIFIT
TYROSINE,TYROSINE,NERVOUS SYSTEM,HORMONES,ALL,ALL,10,120,between,0,90,,OPTIMAL,GREEN,0-90,nmol/mL,,TYROSINE_OPTIMAL,"Optimal tyrosine indicates balanced dietary intake and efficient utilization in neurotransmitter and thyroid hormone synthesis. It reflects stable cognitive performance, metabolic rate, and adaptive stress response through well-regulated catecholamine and thyroid pathways.","Precursor for neurotransmitters, supports mood and thyroid hormone synthesis.",METABOLOMICS/NUTRIFIT
TYROSINE,TYROSINE,NERVOUS SYSTEM,HORMONES,ALL,ALL,10,120,lt,,0,,LOW,ORANGE,0-90,nmol/mL,mood/thyroid support may be limited.,TYROSINE_LOW,"Low tyrosine suggests insufficient protein intake, impaired phenylalanine conversion, or elevated catecholamine demand during stress. It can lead to fatigue, low mood, decreased alertness, and thyroid imbalance due to reduced neurotransmitter and thyroxine precursor availability.","Precursor for neurotransmitters, supports mood and thyroid hormone synthesis.",METABOLOMICS/NUTRIFIT
TYROSINE,TYROSINE,NERVOUS SYSTEM,HORMONES,ALL,ALL,10,120,gt,90,,,HIGH,ORANGE,0-90,nmol/mL,inadequate utilization.,TYROSINE_HIGH,"High tyrosine may reflect excessive protein intake, metabolic disorders (e.g., tyrosinemia), or hepatic impairment. It can also occur with high catecholamine turnover, stress, or thyroid hyperactivity. Persistent elevation may signal metabolic stress or enzymatic imbalance.","Precursor for neurotransmitters, supports mood and thyroid hormone synthesis.",METABOLOMICS/NUTRIFIT
TRYPTOPHAN,TRYPTOPHAN,NERVOUS SYSTEM,GUT HEALTH,ALL,ALL,10,120,between,29,77,,OPTIMAL,GREEN,29-77,nmol/mL,,TRYPTOPHAN_OPTIMAL,"Optimal tryptophan reflects sufficient intake and balanced conversion between serotonin, melatonin, and kynurenine pathways. It supports stable mood, restorative sleep, cognitive clarity, and proper immune modulation, indicating well-regulated neuroendocrine and metabolic health.","Precursor for serotonin and melatonin, supports mood regulation.",METABOLOMICS/NUTRIFIT
TRYPTOPHAN,TRYPTOPHAN,NERVOUS SYSTEM,GUT HEALTH,ALL,ALL,10,120,lt,,29,,LOW,ORANGE,29-77,nmol/mL,mood/sleep support limited.,TRYPTOPHAN_LOW,"Low tryptophan indicates inadequate dietary intake, malabsorption, or excessive catabolism via the kynurenine pathway—often triggered by chronic inflammation or stress. It can lead to mood disturbances, poor sleep, immune dysregulation, and fatigue due to reduced serotonin and melatonin synthesis.","Precursor for serotonin and melatonin, supports mood regulation.",METABOLOMICS/NUTRIFIT
TRYPTOPHAN,TRYPTOPHAN,NERVOUS SYSTEM,GUT HEALTH,ALL,ALL,10,120,gt,77,,,HIGH,ORANGE,29-77,nmol/mL,altered metabolism (inflammation).,TRYPTOPHAN_HIGH,"High tryptophan suggests excessive intake or reduced utilization, potentially due to vitamin B6 deficiency, impaired kynurenine metabolism, or liver dysfunction. Elevated levels may alter neurotransmitter balance and indicate inefficiencies in amino acid catabolic pathways.","Precursor for serotonin and melatonin, supports mood regulation.",METABOLOMICS/NUTRIFIT
LEUCINE,LEUCINE,METABOLIC HEALTH,NUTRITION,ALL,ALL,10,120,between,68,183,,OPTIMAL,GREEN,68-183,nmol/mL,,LEUCINE_OPTIMAL,"Optimal leucine reflects balanced amino acid intake and effective anabolic metabolism, supporting muscle maintenance, energy stability, and glucose regulation. It indicates proper dietary protein utilization and efficient mitochondrial oxidation within skeletal and hepatic tissues.","Branched-chain amino acid, promotes muscle repair and energy.",METABOLOMICS/NUTRIFIT
LEUCINE,LEUCINE,METABOLIC HEALTH,NUTRITION,ALL,ALL,10,120,lt,,68,,LOW,ORANGE,68-183,nmol/mL,impaired muscle protein synthesis (MPS).,LEUCINE_LOW,"Low leucine indicates insufficient dietary protein intake or impaired absorption, often seen in malnutrition, liver disease, or muscle wasting conditions. It impairs mTOR activation, reducing muscle protein synthesis, tissue repair, and immune resilience while contributing to fatigue and metabolic inefficiency.","Branched-chain amino acid, promotes muscle repair and energy.",METABOLOMICS/NUTRIFIT
LEUCINE,LEUCINE,METABOLIC HEALTH,NUTRITION,ALL,ALL,10,120,gt,183,,,HIGH,ORANGE,68-183,nmol/mL,excess intake or impaired catabolism.,LEUCINE_HIGH,"High leucine levels may indicate excess protein or BCAA supplementation, insulin resistance, or impaired amino acid metabolism seen in liver dysfunction or metabolic disorders. Elevated levels can disrupt amino acid balance and affect glucose homeostasis.","Branched-chain amino acid, promotes muscle repair and energy.",METABOLOMICS/NUTRIFIT
FVC,FVC,VITAL ORGANS (LUNG),"CELLULAR HEALTH,CARDIOVASCULAR HEALTH",ALL,ALL,10,120,gt,80,,,OPTIMAL,GREEN,>80,%,,FVC_OPTIMAL,"Optimal FVC indicates normal lung volume and elastic recoil, with effective ventilatory mechanics and gas exchange. It reflects healthy alveolar function, strong respiratory musculature, and balanced pulmonary compliance without obstruction or restriction.","Measures lung capacity, assesses respiratory strength and pulmonary function.",METABOLIC RISK-PROFILER
FVC,FVC,VITAL ORGANS (LUNG),"CELLULAR HEALTH,CARDIOVASCULAR HEALTH",ALL,ALL,10,120,between,65,79,,SUBOPTIMAL,YELLOW,>80,%,,FVC_SUBOPTIMAL,"Suboptimal FVC suggests mild reduction in lung volume or effort-dependent performance. It may result from poor inspiratory effort, early restrictive changes, or mild respiratory muscle weakness. Monitoring trends is essential to distinguish transient versus structural causes.","Measures lung capacity, assesses respiratory strength and pulmonary function.",METABOLIC RISK-PROFILER
FVC,FVC,VITAL ORGANS (LUNG),"CELLULAR HEALTH,CARDIOVASCULAR HEALTH",ALL,ALL,10,120,between,50,64,,LOW,ORANGE,>80,%,,FVC_LOW,"Low FVC indicates moderate restriction, often due to interstitial lung disease, obesity, neuromuscular weakness, or thoracic deformity. It reflects reduced lung compliance and diminished alveolar expansion during inspiration.","Measures lung capacity, assesses respiratory strength and pulmonary function.",METABOLIC RISK-PROFILER
FVC,FVC,VITAL ORGANS (LUNG),"CELLULAR HEALTH,CARDIOVASCULAR HEALTH",ALL,ALL,10,120,lt,,50,,VERY LOW,RED,>80,%,,FVC_VERY_LOW,"Very low FVC signifies severe restriction or mechanical limitation, with markedly reduced lung expansion and poor ventilatory reserve. It correlates with advanced pulmonary fibrosis, muscular dystrophy, or restrictive chest wall disease.","Measures lung capacity, assesses respiratory strength and pulmonary function.",METABOLIC RISK-PROFILER
FEV1,FEV1,VITAL ORGANS (LUNG),"CELLULAR HEALTH,CARDIOVASCULAR HEALTH",ALL,ALL,10,120,gt,80,,,OPTIMAL,GREEN,>80,%,,FEV1_OPTIMAL,"Optimal FEV₁ indicates healthy airway patency and normal lung mechanics. It reflects efficient alveolar ventilation, balanced respiratory muscle function, and good cardiovascular–pulmonary integration. Such values correlate with strong exercise tolerance and low respiratory morbidity risk.","Assesses airway obstruction, measures exhaled air in one second.",METABOLIC RISK-PROFILER
FEV1,FEV1,VITAL ORGANS (LUNG),"CELLULAR HEALTH,CARDIOVASCULAR HEALTH",ALL,ALL,10,120,between,65,79,,SUBOPTIMAL,YELLOW,>80,%,,FEV1_SUBOPTIMAL,"Suboptimal FEV₁ suggests mild airflow limitation or early decline in pulmonary elasticity. It may result from smoking, inactivity, allergies, or mild obstructive pathology. Early intervention can reverse or slow deterioration.","Assesses airway obstruction, measures exhaled air in one second.",METABOLIC RISK-PROFILER
FEV1,FEV1,VITAL ORGANS (LUNG),"CELLULAR HEALTH,CARDIOVASCULAR HEALTH",ALL,ALL,10,120,between,50,64,,LOW,ORANGE,>80,%,,FEV1_LOW,"Low FEV₁ reflects moderate airflow obstruction or restrictive pattern, often from asthma, COPD, or chronic inflammation. It indicates reduced ventilatory efficiency and increased work of breathing, with potential exercise limitation.","Assesses airway obstruction, measures exhaled air in one second.",METABOLIC RISK-PROFILER
FEV1,FEV1,VITAL ORGANS (LUNG),"CELLULAR HEALTH,CARDIOVASCULAR HEALTH",ALL,ALL,10,120,lt,,50,,VERY LOW,RED,>80,%,,FEV1_VERY_LOW,"Very low FEV₁ indicates severe obstruction or restriction with compromised ventilation and gas exchange. It correlates with advanced pulmonary disease, frequent symptoms, and high risk of exacerbations and hypoxemia.","Assesses airway obstruction, measures exhaled air in one second.",METABOLIC RISK-PROFILER
FEV1/FVC RATIO,FEV1_FVC_RATIO,VITAL ORGANS (LUNG),"CELLULAR HEALTH,CARDIOVASCULAR HEALTH",ALL,ALL,10,120,gt,70,,,OPTIMAL,GREEN,>70,%,,FEV1_FVC_RATIO_OPTIMAL,"An optimal FEV1/FVC ratio reflects normal airway function with unobstructed airflow. It indicates healthy bronchiolar tone, effective exhalation, and preserved lung elasticity, with no evidence of obstructive pulmonary disease.","Compares lung volumes, indicates obstructive or restrictive lung disease.",METABOLIC RISK-PROFILER
FEV1/FVC RATIO,FEV1_FVC_RATIO,VITAL ORGANS (LUNG),"CELLULAR HEALTH,CARDIOVASCULAR HEALTH",ALL,ALL,10,120,lt,,70,,LOW,ORANGE,>70,%,,FEV1_FVC_RATIO_LOW,"A low FEV1/FVC ratio indicates airflow obstruction, commonly due to asthma, COPD, emphysema, or chronic bronchitis. It reflects narrowing or collapse of airways during exhalation, often with reduced expiratory flow and increased risk of respiratory decline.","Compares lung volumes, indicates obstructive or restrictive lung disease.",METABOLIC RISK-PROFILER
PEF,PEF,VITAL ORGANS (LUNG),"CARDIOVASCULAR SYTEM, METABOLIC HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,gt,80,,,OPTIMAL,GREEN,>80,%,,PEF_OPTIMAL,"Optimal PEF indicates healthy large airway function with unobstructed expiratory flow. It reflects normal bronchial tone, good respiratory muscle effort, and absence of airway narrowing. Stable optimal values indicate low risk of acute bronchospasm or chronic obstruction.","Measures maximum airflow speed, reflects airway obstruction severity.",METABOLIC RISK-PROFILER
PEF,PEF,VITAL ORGANS (LUNG),"CARDIOVASCULAR SYTEM, METABOLIC HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,between,60,79,,SUBOPTIMAL,YELLOW,>80,%,,PEF_SUBOPTIMAL,"Suboptimal PEF suggests mild reduction in airway caliber or expiratory muscle performance, often due to early airway inflammation, mild asthma, respiratory infections, or fatigue. Symptoms may include occasional breathlessness, cough, or reduced exercise tolerance.","Measures maximum airflow speed, reflects airway obstruction severity.",METABOLIC RISK-PROFILER
PEF,PEF,VITAL ORGANS (LUNG),"CARDIOVASCULAR SYTEM, METABOLIC HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,between,40,59,,LOW,ORANGE,>80,%,,PEF_LOW,"Low PEF indicates significant airflow limitation, suggesting moderate obstruction from asthma, COPD, or restrictive airway disease. It reflects impaired large airway patency and increased risk of exacerbations, particularly if associated with variable readings.","Measures maximum airflow speed, reflects airway obstruction severity.",METABOLIC RISK-PROFILER
PEF,PEF,VITAL ORGANS (LUNG),"CARDIOVASCULAR SYTEM, METABOLIC HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,lt,,40,,VERY LOW,RED,>80,%,,PEF_VERY_LOW,"Very low PEF reflects marked airway obstruction or severe bronchospasm, often seen in uncontrolled asthma or advanced COPD. It indicates high risk of respiratory compromise and requires urgent medical attention.","Measures maximum airflow speed, reflects airway obstruction severity.",METABOLIC RISK-PROFILER
FEF25 PERCENTAGE,FEF25,VITAL ORGANS (LUNG),"CARDIOVASCULAR HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,gt,80,,,OPTIMAL,GREEN,>80,l/s,,FEF25_OPTIMAL,"Optimal FEF25% indicates unobstructed large airway function with efficient airflow during the initial phase of exhalation. It reflects healthy bronchiolar tone, adequate lung recoil, and effective pulmonary mechanics.",Assesses small airway flow at 25% exhalation volume.,METABOLIC RISK-PROFILER
FEF25 PERCENTAGE,FEF25,VITAL ORGANS (LUNG),"CARDIOVASCULAR HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,between,65,79,,SUBOPTIMAL,YELLOW,>81,l/s,,FEF25_75_SUBOPTIMAL,"Suboptimal FEF25% suggests mild restriction in large airways, often due to early bronchoconstriction, airway inflammation, or environmental exposures. May present as intermittent cough or reduced exercise tolerance without overt obstruction.",Assesses small airway flow at 25% exhalation volume.,METABOLIC RISK-PROFILER
FEF25 PERCENTAGE,FEF25,VITAL ORGANS (LUNG),"CARDIOVASCULAR HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,between,50,64,,LOW,ORANGE,>82,l/s,,FEF25_75_LOW,"Low FEF25% reflects significant airflow reduction in the initial phase of forced exhalation, pointing to large airway narrowing or bronchospasm. It is commonly seen in asthma, COPD onset, or upper airway obstruction.",Assesses small airway flow at 25% exhalation volume.,METABOLIC RISK-PROFILER
FEF25 PERCENTAGE,FEF25,VITAL ORGANS (LUNG),"CARDIOVASCULAR HEALTH, INFLAMMAGING, CELLULAR HEALTH",ALL,ALL,10,120,lt,,50,,VERY LOW,RED,>83,l/s,,FEF25_75_VERY_LOW,"Very low FEF25% indicates marked obstruction of large airways, with impaired expiratory force and early airflow limitation. Strongly associated with uncontrolled asthma, severe bronchitis, or advanced obstructive pulmonary disease.",Assesses small airway flow at 25% exhalation volume.,METABOLIC RISK-PROFILER
FEF25-75 PERCENTAGE,FEF25_75,VITAL ORGANS (LUNG),"CARDIOVASCULAR HEALTH, INFLAMMAGING, METABOLIC HEALTH, CELLULAR HEALTH",ALL,ALL,10,120,gt,65,,,OPTIMAL,GREEN,>65,%,,FEF25_75_OPTIMAL,"Optimal FEF25–75% indicates normal small airway function with unobstructed airflow. It reflects good pulmonary elasticity, stable bronchiolar tone, and absence of early airway narrowing, supporting efficient oxygen exchange and respiratory resilience.","Evaluates mid-airway function, detects early obstructive lung changes.",METABOLIC RISK-PROFILER
FEF25-75 PERCENTAGE,FEF25_75,VITAL ORGANS (LUNG),"CARDIOVASCULAR HEALTH, INFLAMMAGING, METABOLIC HEALTH, CELLULAR HEALTH",ALL,ALL,10,120,between,50,64,,SUBOPTIMAL,YELLOW,>65,%,,FEF25_75_SUBOPTIMAL,"Suboptimal values suggest mild airflow limitation in small airways, possibly due to early asthma, allergic airway inflammation, or environmental exposures. Symptoms may be intermittent, such as mild wheezing or exertional breathlessness.","Evaluates mid-airway function, detects early obstructive lung changes.",METABOLIC RISK-PROFILER
FEF25-75 PERCENTAGE,FEF25_75,VITAL ORGANS (LUNG),"CARDIOVASCULAR HEALTH, INFLAMMAGING, METABOLIC HEALTH, CELLULAR HEALTH",ALL,ALL,10,120,between,30,49,,LOW,ORANGE,>65,%,,FEF25_75_LOW,"Low FEF25–75% reflects significant airflow limitation in peripheral bronchioles, often preceding overt decline in FEV1. It is associated with chronic asthma, early COPD, or airway hyperreactivity, increasing risk of progressive obstructive disease if untreated.","Evaluates mid-airway function, detects early obstructive lung changes.",METABOLIC RISK-PROFILER
FEF25-75 PERCENTAGE,FEF25_75,VITAL ORGANS (LUNG),"CARDIOVASCULAR HEALTH, INFLAMMAGING, METABOLIC HEALTH, CELLULAR HEALTH",ALL,ALL,10,120,lt,,30,,VERY LOW,RED,>65,%,,FEF25_75_VERY_LOW,"Very low FEF25–75% indicates marked small airway obstruction and impaired airflow, strongly linked to uncontrolled asthma, advanced COPD, or bronchiolar remodeling. It is predictive of poor respiratory outcomes, frequent exacerbations, and reduced exercise tolerance.","Evaluates mid-airway function, detects early obstructive lung changes.",METABOLIC RISK-PROFILER
POLYUNSATURATED OMEGA-3 FATTY ACIDS,PUFA_O3,CARDIOVASCULAR HEALTH,"INFLAMMAGING, CELLULAR HEALTH, NERVOUS SYSTEM, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,between,2.1,12.5,,OPTIMAL,GREEN,2.1-12.5,%,,PUFA_O3_OPTIMAL,"Optimal omega-3 levels indicate adequate EPA and DHA availability, ensuring cardiovascular protection, neuronal resilience, and balanced immune signaling. This supports reduced arrhythmia risk, lower systemic inflammation, and enhanced cognitive and visual function.","Anti-inflammatory fats, support brain, heart, and metabolic health.",LIPOMICS
POLYUNSATURATED OMEGA-3 FATTY ACIDS,PUFA_O3,CARDIOVASCULAR HEALTH,"INFLAMMAGING, CELLULAR HEALTH, NERVOUS SYSTEM, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,lt,,2.1,,LOW,ORANGE,2.1-12.5,%,,PUFA_O3_LOW,"Low omega-3 PUFA levels reflect insufficient dietary intake or poor absorption, leading to reduced incorporation into cell membranes. This state diminishes anti-inflammatory capacity, increases cardiovascular risk, impairs cognitive performance, and raises susceptibility to depression and neurodegenerative decline.","Anti-inflammatory fats, support brain, heart, and metabolic health.",LIPOMICS
POLYUNSATURATED OMEGA-3 FATTY ACIDS,PUFA_O3,CARDIOVASCULAR HEALTH,"INFLAMMAGING, CELLULAR HEALTH, NERVOUS SYSTEM, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,gt,12.5,,,HIGH,ORANGE,2.1-12.5,%,,PUFA_O3_HIGH,"High omega-3 PUFA levels usually result from excess supplementation. While generally safe, very high levels may increase bleeding tendency, immune modulation, or lipid peroxidation in some individuals. Persistent elevations may signal imbalance with omega-6 fatty acids.","Anti-inflammatory fats, support brain, heart, and metabolic health.",LIPOMICS
POLYUNSATURATED OMEGA-6 FATTY ACIDS,PUFA_O6,INFLAMMAGING,"METABOIC HEALTH, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, NUTRITION",ALL,ALL,10,120,between,23.5,40,,OPTIMAL,GREEN,23.5 – 40.0,%,,PUFA_O6_OPTIMAL,"Optimal omega-6 PUFA levels indicate adequate dietary intake with balanced omega-3 ratios, supporting cell structure, hormonal signaling, and immune regulation. In this range, omega-6s contribute to normal physiology without excessive inflammatory risk.","Essential fats, support immunity, inflammation, and metabolic processes.",LIPOMICS
POLYUNSATURATED OMEGA-6 FATTY ACIDS,PUFA_O6,INFLAMMAGING,"METABOIC HEALTH, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, NUTRITION",ALL,ALL,10,120,lt,,23.5,,LOW,ORANGE,23.5 – 40.0,%,,PUFA_O6_LOW,"Low omega-6 PUFAs may reflect insufficient dietary intake or fat malabsorption. While rarely harmful in modern diets, very low levels can impair cell membrane function, skin health, and immune response, since omega-6s are essential fatty acids.","Essential fats, support immunity, inflammation, and metabolic processes.",LIPOMICS
POLYUNSATURATED OMEGA-6 FATTY ACIDS,PUFA_O6,INFLAMMAGING,"METABOIC HEALTH, CELLULAR HEALTH, CARDIOVASCULAR HEALTH, NUTRITION",ALL,ALL,10,120,gt,40,,,HIGH,ORANGE,23.5 – 40.0,%,,PUFA_O6_HIGH,"High omega-6 PUFA levels often result from excess vegetable oil consumption (soy, corn, sunflower) and imbalance with omega-3s. This promotes pro-inflammatory eicosanoids, endothelial dysfunction, oxidative stress, and higher risk of obesity, diabetes, and cardiovascular disease.","Essential fats, support immunity, inflammation, and metabolic processes.",LIPOMICS
CIS-MONOUNSATURATED FATTY ACIDS,MUFA,METABOLIC HEALTH,"CELLULAR HEALTH, CARDIOVASCULAR HEALTH, NUTRITION",ALL,ALL,10,120,between,15,26,,OPTIMAL,GREEN,15.0 – 26.0,%,,MUFA_OPTIMAL,"Optimal cis-MUFA levels indicate balanced dietary fat composition and healthy lipid metabolism. They support vascular protection, lower LDL oxidation, improved insulin sensitivity, and stable energy utilization, reducing cardiovascular and metabolic risk.","Support heart health, regulate cholesterol and metabolic energy balance.",LIPOMICS
CIS-MONOUNSATURATED FATTY ACIDS,MUFA,METABOLIC HEALTH,"CELLULAR HEALTH, CARDIOVASCULAR HEALTH, NUTRITION",ALL,ALL,10,120,lt,,15,,LOW,ORANGE,15.0 – 26.0,%,,MUFA_LOW,"Low cis-MUFA levels may reflect low dietary intake (e.g., Mediterranean-type foods) or impaired endogenous synthesis. This can reduce membrane fluidity, weaken lipid balance, and increase reliance on saturated fats, potentially lowering metabolic flexibility.","Support heart health, regulate cholesterol and metabolic energy balance.",LIPOMICS
CIS-MONOUNSATURATED FATTY ACIDS,MUFA,METABOLIC HEALTH,"CELLULAR HEALTH, CARDIOVASCULAR HEALTH, NUTRITION",ALL,ALL,10,120,gt,26,,,HIGH,ORANGE,15.0 – 26.0,%,,MUFA_HIGH,"High cis-MUFA levels may occur with very high MUFA intake or in the context of metabolic dysfunction, such as insulin resistance or hepatic steatosis, where de novo lipogenesis increases oleic acid production. This may signal underlying metabolic stress despite a healthy fat source.","Support heart health, regulate cholesterol and metabolic energy balance.",LIPOMICS
SATURATED FATTY ACIDS,SFA,METABOLIC HEALTH,"CARDIOVASCULAR HEALTH, CELLULAR HEALTH, NUTRITION",ALL,ALL,10,120,between,27.3,40,,OPTIMAL,GREEN,27.3 – 40.0,%,,SFA_OPTIMAL,"Optimal SFA levels indicate balanced dietary fat intake and metabolism, with sufficient availability for cellular energy and membrane stability, without excessive atherogenic burden. This supports cardiometabolic health and endocrine stability.","Provide energy storage, excess linked to cardiovascular and metabolic risk.",LIPOMICS
SATURATED FATTY ACIDS,SFA,METABOLIC HEALTH,"CARDIOVASCULAR HEALTH, CELLULAR HEALTH, NUTRITION",ALL,ALL,10,120,lt,,27.3,,LOW,ORANGE,27.3 – 40.0,%,,SFA_LOW,"Low SFAs may reflect low dietary fat intake, malnutrition, or metabolic imbalance. Although low levels reduce atherogenic risk, very low SFA availability may impair energy metabolism, cell signaling, and steroid hormone production.","Provide energy storage, excess linked to cardiovascular and metabolic risk.",LIPOMICS
SATURATED FATTY ACIDS,SFA,METABOLIC HEALTH,"CARDIOVASCULAR HEALTH, CELLULAR HEALTH, NUTRITION",ALL,ALL,10,120,gt,40,,,HIGH,ORANGE,27.3 – 40.0,%,,SFA_HIGH,"High SFA levels suggest excess dietary saturated fat or increased hepatic lipogenesis (often from refined carbs). This state promotes LDL elevation, insulin resistance, endothelial dysfunction, and systemic inflammation, raising cardiovascular and metabolic disease risk.","Provide energy storage, excess linked to cardiovascular and metabolic risk.",LIPOMICS
TRANS FATTY ACIDS,TFA,CELLULAR HEALTH,"INFLAMMAGING, CARDIOVASCULAR HEALTH, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,lt,,0.7,,OPTIMAL,GREEN,<0.7,%,,TFA_OPTIMAL,"Optimal trans fatty acid levels indicate minimal dietary intake and limited incorporation into cell membranes, supporting vascular flexibility, healthy lipid balance, and low inflammatory tone. This reflects a diet based on whole foods and absence of industrial hydrogenated oils.","Unhealthy fats, increase inflammation and cardiovascular disease risk.",LIPOMICS
TRANS FATTY ACIDS,TFA,CELLULAR HEALTH,"INFLAMMAGING, CARDIOVASCULAR HEALTH, METABOLIC HEALTH, NUTRITION",ALL,ALL,10,120,between,0.7,1,,ELEVATED,YELLOW,<0.7,%,,TFA_ELEVATED,"Elevated TFAs suggest increased intake of processed or fried foods, contributing to reduced HDL, elevated LDL, systemic inflammation, and early vascular dysfunction. It reflects a dietary imbalance that increases long-term cardiometabolic risk.","Unhealthy fats, increase inflammation and cardiovascular disease risk.",LIPOMICS
